User_ID,Card_Number,Amount,Time,Location,Previous_Transaction_Minutes_Gap,Transaction_Type,Is_Fraud
UID00890,0955877993,1547.38,05:31,Tarapith,10.0,UPI Transfer,0
UID00464,2381612921,1671.04,03:42,Kolkata,1.0,ATM Withdrawal,0
UID00051,1075350246,4777.93,09:45,Hyderabad,1.0,ATM Withdrawal,0
UID00842,2232087385,390.25,23:36,Pune,30.0,ATM Withdrawal,0
UID00853,1370858783,3128.05,03:14,Pune,1.0,UPI Transfer,0
UID00758,8226080993,431.27,03:39,Pune,10.0,Online Purchase,0
UID00862,8449883803,3225.95,20:28,Pune,10.0,Bank Transfer,0
UID00228,3704946245,1612.07,14:54,Jamtara,720.0,Online Purchase,0
UID00935,3558823481,3.72,05:36,Mumbai,10.0,Bank Transfer,1
UID00059,2847798258,3707.97,07:29,Pune,1.0,POS Purchase,0
UID00301,1533070666,398.18,21:44,Pune,180.0,ATM Withdrawal,0
UID00238,1191611955,225.25,07:31,Kolkata,10.0,Online Purchase,0
UID00261,0377917037,234.66,03:51,Kolkata,1440.0,Bank Transfer,0
UID00052,0458207216,4157.81,14:44,Bangalore,30.0,ATM Withdrawal,0
UID00572,4732550652,1742.91,07:24,Delhi,720.0,Bank Transfer,0
UID00132,0720957890,1637.5,22:20,Kolkata,0.5,Bank Transfer,0
UID00618,6844565781,99625.06,02:16,Pune,0.5,POS Purchase,1
UID00997,5567409201,3265.34,10:38,Tarapith,10.0,Online Purchase,0
UID00024,1341405806,193.61,02:53,Pune,30.0,POS Purchase,0
UID00367,4840000400,3594.73,08:54,Hyderabad,60.0,POS Purchase,0
UID00394,8348752560,4968.26,17:37,Hyderabad,5.0,POS Purchase,0
UID00137,5760138079,3718.55,02:32,Jamtara,1.0,ATM Withdrawal,0
UID00109,6525081595,1610.55,03:21,Delhi,0.5,UPI Transfer,0
UID00951,1741647763,3166.63,22:57,Mumbai,10.0,ATM Withdrawal,0
UID00124,9767025461,2598.49,09:17,Tarapith,180.0,Bank Transfer,0
UID00374,8924418328,4347.38,07:55,Mumbai,720.0,ATM Withdrawal,0
UID00763,4792975914,4859.9,18:19,Hyderabad,0.5,Online Purchase,0
UID00316,6584639248,2844.73,20:30,Pune,10.0,UPI Transfer,0
UID00653,7649737805,1443.51,04:22,Kolkata,1.0,Bank Transfer,0
UID00550,7162897476,70949.0,00:44,Pune,1.0,Bank Transfer,1
UID00194,5264259931,2232.62,18:31,Pune,0.5,Bank Transfer,0
UID00430,7591056396,327.4,09:54,Pune,30.0,UPI Transfer,0
UID00492,1405770250,1863.88,09:16,Mumbai,30.0,Online Purchase,0
UID00803,9985752563,1365.85,08:59,Pune,1440.0,POS Purchase,0
UID00750,5766335420,229.28,18:57,Jamtara,60.0,ATM Withdrawal,0
UID00702,7277282769,3394.03,17:31,Jamtara,0.5,Bank Transfer,0
UID00279,2660366980,3911.55,13:43,Bangalore,30.0,POS Purchase,0
UID00656,9435007961,1838.95,15:31,Tarapith,720.0,Bank Transfer,0
UID00284,7164919163,2951.52,00:54,Tarapith,720.0,ATM Withdrawal,0
UID00180,5016915697,2453.76,16:09,Delhi,10.0,Online Purchase,0
UID00047,0813349023,1568.29,05:53,Pune,180.0,Bank Transfer,0
UID00179,4941801695,678.12,22:11,Mumbai,30.0,UPI Transfer,0
UID00040,3118287914,4582.73,18:22,Tarapith,1.0,Online Purchase,0
UID00028,3390596669,855.5,18:59,Hyderabad,30.0,ATM Withdrawal,0
UID00212,7542884637,1282.47,20:35,Pune,60.0,Online Purchase,0
UID00009,2772179316,1852.97,10:22,Bangalore,10.0,ATM Withdrawal,0
UID00632,9244837268,3835.25,15:37,Pune,10.0,Bank Transfer,0
UID00539,9491286728,2452.62,15:50,Pune,1440.0,UPI Transfer,0
UID00085,0407629696,994.94,23:18,Jamtara,1.0,POS Purchase,0
UID00076,8020404107,2877.22,04:38,Mumbai,30.0,ATM Withdrawal,0
UID00254,7026578149,1187.89,11:20,Tarapith,0.5,Online Purchase,0
UID00378,3110158456,4232.39,02:52,Pune,10.0,UPI Transfer,0
UID00047,1749317560,1.67,22:59,Pune,720.0,ATM Withdrawal,1
UID00241,9701014926,476.07,17:39,Bangalore,5.0,ATM Withdrawal,0
UID00693,4006138654,4640.04,01:10,Tarapith,60.0,Online Purchase,0
UID00277,3580471180,4788.59,10:03,Delhi,1.0,POS Purchase,0
UID00944,1195960276,4014.3,22:55,Kolkata,30.0,UPI Transfer,0
UID00621,6605485625,1814.69,08:10,Pune,5.0,POS Purchase,0
UID00267,0694861754,3719.78,05:31,Mumbai,720.0,Online Purchase,0
UID00307,8816058019,3388.71,10:22,Pune,720.0,Online Purchase,0
UID00411,7865044414,3758.34,19:59,Hyderabad,30.0,ATM Withdrawal,0
UID00505,0880501513,3378.5,21:26,Pune,5.0,UPI Transfer,0
UID00898,9704241698,1544.58,00:28,Mumbai,180.0,Bank Transfer,0
UID00669,0068143659,93529.15,20:50,Pune,720.0,UPI Transfer,1
UID00107,0541715007,168.12,22:53,Tarapith,720.0,POS Purchase,0
UID00113,8007784284,1876.69,13:06,Jamtara,1440.0,UPI Transfer,0
UID00493,0667219228,1567.03,03:16,Kolkata,10.0,Online Purchase,0
UID00606,2152725978,1061.77,14:58,Kolkata,30.0,Online Purchase,0
UID00694,9120599447,2995.4,17:55,Tarapith,1440.0,Online Purchase,0
UID00687,2562083610,15.72,00:50,Chennai,1.0,UPI Transfer,1
UID00172,0637035595,1658.39,12:28,Mumbai,180.0,Online Purchase,0
UID00423,2965863602,1293.0,12:32,Jamtara,720.0,ATM Withdrawal,0
UID00828,0922545080,3110.78,00:39,Tarapith,720.0,Bank Transfer,0
UID00474,3871834100,2241.39,10:34,Delhi,30.0,Bank Transfer,0
UID00983,3930046035,106.43,17:38,Tarapith,720.0,Online Purchase,0
UID00578,3759044790,3763.13,07:03,Jamtara,30.0,UPI Transfer,0
UID00500,8902764513,77.03,00:57,Delhi,1.0,Bank Transfer,1
UID00973,5754738808,981.75,09:01,Hyderabad,180.0,ATM Withdrawal,0
UID00513,5072553205,4814.08,11:04,Bangalore,60.0,POS Purchase,0
UID00119,3524711788,3395.19,11:00,Pune,60.0,Online Purchase,0
UID00886,9184180514,723.16,22:59,Mumbai,0.5,UPI Transfer,0
UID00947,0451569933,2416.83,22:39,Bangalore,5.0,UPI Transfer,0
UID00914,9473879309,3404.49,05:54,Bangalore,10.0,Bank Transfer,0
UID00052,5636071241,62925.68,00:08,Kolkata,60.0,Bank Transfer,1
UID00071,9366943643,1814.73,22:12,Tarapith,1.0,POS Purchase,0
UID00991,5945681508,4961.94,09:24,Jamtara,10.0,Online Purchase,0
UID00632,8976330230,862.71,06:15,Hyderabad,10.0,Bank Transfer,0
UID00777,3196025092,179.16,00:01,Pune,30.0,ATM Withdrawal,0
UID00559,6668470726,3717.29,14:20,Delhi,720.0,Bank Transfer,0
UID00975,6368053738,4231.36,16:09,Delhi,10.0,ATM Withdrawal,0
UID00044,9701998247,346.84,21:29,Pune,60.0,Online Purchase,0
UID00944,6210986367,2576.88,20:04,Bangalore,180.0,Bank Transfer,0
UID00396,0066881279,1626.73,05:23,Delhi,5.0,Bank Transfer,0
UID00386,5806817922,594.23,19:39,Hyderabad,720.0,Bank Transfer,0
UID00222,1080834809,4436.65,08:16,Jamtara,1440.0,UPI Transfer,0
UID00045,4833465867,1995.76,05:06,Bangalore,10.0,Online Purchase,0
UID00516,0666405997,1190.6,00:33,Hyderabad,720.0,Bank Transfer,0
UID00719,3782537126,3.29,02:21,Chennai,60.0,UPI Transfer,1
UID00651,1373142175,4912.71,08:30,Tarapith,30.0,POS Purchase,0
UID00855,1782730597,2230.03,01:33,Tarapith,30.0,Online Purchase,0
UID00451,8464015774,4855.57,04:07,Tarapith,720.0,Bank Transfer,0
UID00862,6525542458,2069.31,05:39,Tarapith,5.0,Bank Transfer,0
UID00474,2267940601,4946.38,08:06,Jamtara,10.0,Bank Transfer,0
UID00734,3868833923,775.35,11:41,Tarapith,30.0,UPI Transfer,0
UID00757,6296610356,2536.46,20:35,Jamtara,0.5,Bank Transfer,0
UID00205,7149262735,3272.88,01:03,Delhi,1.0,ATM Withdrawal,0
UID00422,4609614909,131.14,19:06,Mumbai,180.0,UPI Transfer,0
UID00681,9545430017,4285.64,04:41,Hyderabad,720.0,POS Purchase,0
UID00666,2052258987,376.84,06:10,Kolkata,1.0,UPI Transfer,0
UID00382,6910708611,556.71,21:58,Pune,30.0,Online Purchase,0
UID00366,0064227643,4177.04,20:19,Hyderabad,180.0,POS Purchase,0
UID00441,5053477411,172.88,16:23,Tarapith,60.0,ATM Withdrawal,0
UID00924,8875598759,390.74,23:04,Bangalore,60.0,POS Purchase,0
UID00808,8230164303,3055.17,15:29,Bangalore,30.0,POS Purchase,0
UID00294,3329457867,4402.96,01:18,Hyderabad,720.0,UPI Transfer,0
UID00651,6497283419,2109.35,20:57,Delhi,1.0,Online Purchase,0
UID00586,7844298299,65425.2,01:32,Kolkata,5.0,UPI Transfer,1
UID00357,9702489105,2400.91,18:36,Jamtara,1.0,POS Purchase,0
UID00848,8434565123,1102.42,08:17,Hyderabad,0.5,UPI Transfer,0
UID00526,0631395943,4671.49,17:47,Jamtara,30.0,POS Purchase,0
UID00760,7312821112,1611.98,04:06,Tarapith,1440.0,Online Purchase,0
UID00268,7889377070,4293.1,14:01,Jamtara,60.0,Online Purchase,0
UID00955,2632762432,1740.08,04:00,Tarapith,720.0,Bank Transfer,0
UID00261,7078937987,3351.44,05:44,Pune,10.0,Bank Transfer,0
UID00445,3691845441,4910.82,11:28,Kolkata,5.0,Bank Transfer,0
UID00827,2901651599,913.14,09:28,Jamtara,1440.0,UPI Transfer,0
UID00369,5333179313,4104.68,10:57,Hyderabad,180.0,Online Purchase,0
UID00433,1765021000,2543.69,13:19,Bangalore,60.0,Bank Transfer,0
UID00773,7005125380,1047.08,19:44,Tarapith,0.5,POS Purchase,0
UID00908,7693287927,3410.06,12:49,Hyderabad,5.0,ATM Withdrawal,0
UID00527,9753115243,756.59,21:01,Pune,720.0,POS Purchase,0
UID00197,1444941996,1646.31,21:36,Hyderabad,180.0,ATM Withdrawal,0
UID00685,3840927715,4283.24,07:42,Pune,180.0,Bank Transfer,0
UID00662,7051825110,539.27,17:27,Kolkata,720.0,ATM Withdrawal,0
UID00488,5914456619,4049.5,23:29,Tarapith,180.0,Online Purchase,0
UID00737,5043401026,1776.61,12:44,Jamtara,30.0,UPI Transfer,0
UID00864,6573297741,1754.06,13:33,Delhi,60.0,Bank Transfer,0
UID00770,2330946214,86.52,12:53,Pune,60.0,ATM Withdrawal,1
UID00918,7305342890,3575.77,02:40,Pune,180.0,ATM Withdrawal,0
UID00063,9615071066,2046.81,01:14,Mumbai,180.0,UPI Transfer,0
UID00590,0411797796,59649.3,03:02,Kolkata,180.0,Online Purchase,1
UID00277,9612298308,2751.17,09:45,Pune,720.0,UPI Transfer,0
UID00552,8824375968,2735.67,13:11,Tarapith,720.0,POS Purchase,0
UID00191,3009715475,178.18,06:54,Jamtara,10.0,UPI Transfer,0
UID00155,1156781408,4540.84,05:18,Bangalore,180.0,POS Purchase,0
UID00657,1371650942,3337.25,11:58,Kolkata,180.0,ATM Withdrawal,0
UID00551,1319151813,4055.03,00:01,Tarapith,30.0,UPI Transfer,0
UID00311,6449405815,3063.76,07:39,Mumbai,30.0,ATM Withdrawal,0
UID00578,1192689009,4790.35,01:40,Tarapith,180.0,Bank Transfer,0
UID00984,4416661177,28.55,13:56,Bangalore,720.0,Online Purchase,1
UID00030,5858240497,3587.27,18:44,Pune,60.0,UPI Transfer,0
UID00006,0303151861,1802.99,17:38,Pune,180.0,ATM Withdrawal,0
UID00702,4947641949,4332.84,06:11,Jamtara,60.0,Online Purchase,0
UID00038,1026334922,4604.79,15:44,Pune,720.0,Online Purchase,0
UID00591,4268239554,3501.21,08:34,Kolkata,5.0,Online Purchase,0
UID00648,0115576941,4363.47,03:13,Jamtara,1440.0,POS Purchase,0
UID00825,3237508397,675.29,10:57,Kolkata,5.0,POS Purchase,0
UID00734,3243421395,3978.85,13:20,Pune,180.0,ATM Withdrawal,0
UID00502,3350064558,4995.19,09:50,Delhi,1440.0,ATM Withdrawal,0
UID00299,0782862558,3767.64,18:12,Pune,720.0,Online Purchase,0
UID00897,2587360805,2738.61,21:08,Jamtara,180.0,ATM Withdrawal,0
UID00959,1675011532,3761.6,06:53,Pune,30.0,Online Purchase,0
UID00895,4775688637,1258.21,14:37,Mumbai,1440.0,UPI Transfer,0
UID00031,5382898122,87.02,02:28,Kolkata,60.0,ATM Withdrawal,1
UID00498,6445125622,158.92,21:13,Bangalore,30.0,UPI Transfer,0
UID00692,4299613807,2839.1,12:02,Mumbai,180.0,Bank Transfer,0
UID00667,3994510683,3120.13,02:24,Bangalore,5.0,Bank Transfer,0
UID00748,6042785710,2165.4,06:40,Kolkata,0.5,POS Purchase,0
UID00341,6250969412,1663.61,17:33,Kolkata,1440.0,Bank Transfer,0
UID00812,0888608110,587.36,19:47,Pune,5.0,ATM Withdrawal,0
UID00026,3680858844,1126.16,15:08,Hyderabad,1.0,ATM Withdrawal,0
UID00879,7763831918,4025.06,07:32,Delhi,30.0,ATM Withdrawal,0
UID00605,7975684218,96.12,03:17,Mumbai,720.0,ATM Withdrawal,1
UID00730,3112659746,1164.3,04:43,Delhi,10.0,Online Purchase,0
UID00501,8170423275,4377.15,17:20,Mumbai,5.0,Online Purchase,0
UID00024,4165272618,147.45,11:14,Mumbai,1.0,Online Purchase,0
UID00920,1792513622,2.78,03:02,Kolkata,5.0,Online Purchase,1
UID00668,8194014696,4340.0,07:52,Mumbai,180.0,Online Purchase,0
UID00507,2720450980,3705.52,06:44,Tarapith,60.0,ATM Withdrawal,0
UID00211,5016262510,4231.11,18:17,Hyderabad,180.0,Online Purchase,0
UID00036,5151332096,1094.77,18:53,Pune,5.0,POS Purchase,0
UID00489,4135966533,1189.25,12:14,Delhi,1440.0,POS Purchase,0
UID00205,3919580008,599.66,04:43,Hyderabad,180.0,UPI Transfer,0
UID00094,4683146500,2929.97,20:57,Kolkata,60.0,POS Purchase,0
UID00691,4642018190,1146.68,00:06,Bangalore,180.0,POS Purchase,0
UID00534,8906091750,12.88,18:59,Pune,5.0,UPI Transfer,1
UID00472,7504616228,4958.86,23:38,Hyderabad,180.0,POS Purchase,0
UID00900,8720204871,4159.18,12:50,Delhi,60.0,ATM Withdrawal,0
UID00385,4144271974,1167.63,09:23,Jamtara,60.0,POS Purchase,0
UID00573,0029069547,43.05,04:51,Kolkata,720.0,ATM Withdrawal,1
UID00208,6109098245,3260.39,03:16,Delhi,180.0,POS Purchase,0
UID00154,3607417060,949.96,05:21,Bangalore,60.0,ATM Withdrawal,0
UID00082,3417622809,1565.93,02:31,Jamtara,60.0,POS Purchase,0
UID00098,6379058482,2283.5,19:13,Mumbai,10.0,Bank Transfer,0
UID00633,1082965612,3929.06,12:18,Delhi,180.0,POS Purchase,0
UID00856,7647856250,4616.3,01:47,Hyderabad,1.0,POS Purchase,0
UID00848,9992570992,687.05,04:33,Tarapith,60.0,POS Purchase,0
UID00109,4382552032,1753.0,18:07,Tarapith,1440.0,Online Purchase,0
UID00576,8052839053,4856.72,15:14,Delhi,0.5,Bank Transfer,0
UID00054,3884016776,3510.66,02:37,Bangalore,1.0,Online Purchase,0
UID00864,7197095744,4687.41,08:01,Jamtara,180.0,Bank Transfer,0
UID00119,4387673843,3881.36,20:20,Mumbai,60.0,UPI Transfer,0
UID00622,5979296263,3608.38,06:10,Bangalore,30.0,ATM Withdrawal,0
UID00043,3919056651,408.17,07:19,Hyderabad,10.0,Online Purchase,0
UID00406,8329876816,4669.78,23:40,Delhi,1.0,Bank Transfer,0
UID00811,0242363743,9299.62,00:33,Pune,30.0,ATM Withdrawal,1
UID00192,5716826111,2360.21,05:01,Hyderabad,720.0,ATM Withdrawal,0
UID00551,7354145564,4523.29,06:04,Pune,1.0,UPI Transfer,0
UID00334,9266370088,1195.61,06:02,Hyderabad,1.0,POS Purchase,0
UID00374,7816560880,4495.61,16:43,Hyderabad,0.5,ATM Withdrawal,0
UID00970,6288261734,266.52,17:29,Tarapith,10.0,UPI Transfer,0
UID00080,4931813722,2648.48,00:19,Kolkata,60.0,Online Purchase,0
UID00003,8349116476,2945.09,23:30,Hyderabad,10.0,Bank Transfer,0
UID00416,8133722781,1882.52,06:42,Mumbai,5.0,POS Purchase,0
UID00547,3021367160,1297.32,09:04,Kolkata,720.0,Bank Transfer,0
UID00013,2874907264,118.62,22:01,Mumbai,10.0,Bank Transfer,0
UID00492,8128837939,65249.26,00:49,Chennai,1440.0,ATM Withdrawal,1
UID00811,2781469539,1300.92,13:37,Jamtara,1440.0,ATM Withdrawal,0
UID00989,2072486115,4018.87,21:53,Tarapith,5.0,ATM Withdrawal,0
UID00837,6780194670,1457.06,02:54,Mumbai,5.0,Bank Transfer,0
UID00000,4471208362,2787.64,09:32,Hyderabad,60.0,UPI Transfer,0
UID00835,7886173277,224.14,13:48,Tarapith,10.0,Bank Transfer,0
UID00703,5136899065,1529.71,22:26,Pune,1440.0,POS Purchase,0
UID00981,6633756184,1185.0,15:28,Jamtara,720.0,UPI Transfer,0
UID00370,9294583618,2255.08,09:34,Kolkata,5.0,ATM Withdrawal,0
UID00907,6042445025,2533.01,01:09,Tarapith,1.0,UPI Transfer,0
UID00177,9598816103,3631.77,06:48,Pune,5.0,Bank Transfer,0
UID00228,8043741269,2611.29,12:20,Delhi,60.0,Online Purchase,0
UID00423,1997078393,64135.78,03:50,Mumbai,60.0,Bank Transfer,1
UID00367,0165755574,1139.72,04:35,Tarapith,1.0,Online Purchase,0
UID00682,7056055738,667.41,18:25,Hyderabad,0.5,Online Purchase,0
UID00950,6161531766,4042.08,05:18,Delhi,30.0,POS Purchase,0
UID00474,9181433697,2345.04,11:16,Jamtara,180.0,Online Purchase,0
UID00195,4260533882,3079.2,18:27,Hyderabad,180.0,UPI Transfer,0
UID00559,1875880414,1045.52,07:19,Delhi,1440.0,UPI Transfer,0
UID00107,2619379022,4407.95,19:41,Kolkata,30.0,POS Purchase,0
UID00962,1213455799,4606.51,15:11,Delhi,60.0,UPI Transfer,0
UID00872,8723063657,2266.1,02:41,Kolkata,60.0,Online Purchase,0
UID00053,4136777679,4042.26,21:44,Jamtara,10.0,ATM Withdrawal,0
UID00135,4967371967,1709.34,14:37,Jamtara,1.0,ATM Withdrawal,0
UID00619,4540289443,53.3,03:25,Chennai,30.0,Online Purchase,1
UID00397,6748868996,2644.87,15:33,Delhi,180.0,ATM Withdrawal,0
UID00080,4183590949,3466.29,09:16,Delhi,720.0,POS Purchase,0
UID00054,7254452786,398.47,10:16,Mumbai,720.0,ATM Withdrawal,0
UID00283,0751939146,1272.25,17:10,Delhi,1440.0,Online Purchase,0
UID00423,8991085877,102.08,23:30,Pune,60.0,Online Purchase,0
UID00589,9392567974,10.11,15:04,Tarapith,1440.0,UPI Transfer,1
UID00416,7861633863,1284.77,06:09,Mumbai,180.0,ATM Withdrawal,0
UID00838,9864094665,2878.41,14:01,Hyderabad,60.0,ATM Withdrawal,0
UID00275,3495412176,337.14,17:41,Bangalore,0.5,Online Purchase,0
UID00884,8934828009,4131.81,11:15,Bangalore,180.0,POS Purchase,0
UID00648,5686969001,25755.45,02:08,Ahmedabad,30.0,Online Purchase,1
UID00913,1575842768,4882.69,02:41,Tarapith,5.0,UPI Transfer,0
UID00939,9333356942,559.03,08:16,Delhi,60.0,UPI Transfer,0
UID00387,1629506410,481.28,09:04,Kolkata,720.0,ATM Withdrawal,0
UID00653,6523465546,724.62,21:51,Mumbai,0.5,ATM Withdrawal,0
UID00554,4672644019,3556.27,16:57,Bangalore,1.0,POS Purchase,0
UID00847,5354256286,2532.88,16:05,Delhi,10.0,Bank Transfer,0
UID00728,7513407491,190.44,22:56,Jamtara,1440.0,ATM Withdrawal,0
UID00053,5546512069,3343.17,20:27,Delhi,1.0,Online Purchase,0
UID00801,5973725303,1646.41,08:24,Mumbai,30.0,ATM Withdrawal,0
UID00610,4428054009,3920.17,23:48,Bangalore,10.0,Online Purchase,0
UID00956,0787305390,1275.48,08:40,Delhi,10.0,ATM Withdrawal,0
UID00162,6205555628,3074.3,11:24,Hyderabad,60.0,UPI Transfer,0
UID00224,3939943109,489.29,17:32,Jamtara,1440.0,POS Purchase,0
UID00560,7828095728,3059.6,16:12,Kolkata,0.5,Online Purchase,0
UID00575,6598460745,871.09,10:43,Tarapith,180.0,UPI Transfer,0
UID00214,2718875875,55.66,01:02,Delhi,720.0,POS Purchase,1
UID00678,2046907439,3200.66,08:58,Delhi,1440.0,POS Purchase,0
UID00506,3920244407,3213.71,18:30,Kolkata,1.0,Bank Transfer,0
UID00766,0112036729,3701.37,19:51,Mumbai,30.0,ATM Withdrawal,0
UID00084,6664710793,996.46,10:26,Jamtara,60.0,ATM Withdrawal,0
UID00724,0831300161,974.52,10:10,Kolkata,0.5,Online Purchase,0
UID00504,4166430860,827.0,21:15,Hyderabad,1.0,UPI Transfer,0
UID00217,2464471060,400.4,14:41,Tarapith,10.0,UPI Transfer,0
UID00541,8921418100,888.61,19:01,Pune,1440.0,POS Purchase,0
UID00829,8011705647,3726.97,17:40,Tarapith,60.0,UPI Transfer,0
UID00460,9033675947,4183.94,00:52,Mumbai,10.0,UPI Transfer,0
UID00552,6523080453,1396.36,06:01,Kolkata,30.0,Bank Transfer,0
UID00178,0700026755,2288.69,06:51,Hyderabad,180.0,POS Purchase,0
UID00091,6382511723,1043.05,11:32,Delhi,5.0,Online Purchase,0
UID00980,2633080480,4414.66,02:06,Tarapith,5.0,POS Purchase,0
UID00309,4306577211,2281.59,22:25,Bangalore,1440.0,Online Purchase,0
UID00543,1766352152,83671.71,00:00,Tarapith,720.0,Online Purchase,1
UID00546,6864641473,4386.85,09:27,Jamtara,1440.0,Bank Transfer,0
UID00651,7425257768,3615.5,07:43,Pune,60.0,Online Purchase,0
UID00922,6032370140,3591.17,01:43,Jamtara,720.0,Online Purchase,0
UID00786,1996323047,839.64,22:37,Pune,180.0,Online Purchase,0
UID00370,9533841629,2228.6,17:47,Delhi,1440.0,Online Purchase,0
UID00712,6603098051,1388.99,06:17,Kolkata,10.0,UPI Transfer,0
UID00445,8087793472,4520.33,08:06,Hyderabad,180.0,UPI Transfer,0
UID00096,8743096474,3053.26,06:08,Bangalore,180.0,Bank Transfer,0
UID00309,8709295162,2826.79,11:16,Delhi,1440.0,ATM Withdrawal,0
UID00448,7331258128,2027.41,12:14,Pune,30.0,Online Purchase,0
UID00106,9744765224,4239.54,12:33,Tarapith,60.0,Online Purchase,0
UID00182,1751713528,1705.75,20:29,Hyderabad,0.5,POS Purchase,0
UID00023,5745807664,33321.12,01:07,Chennai,5.0,UPI Transfer,1
UID00507,8335948224,721.31,17:34,Jamtara,1.0,UPI Transfer,0
UID00679,3534176546,4056.32,03:06,Mumbai,1.0,Online Purchase,0
UID00299,7391298358,1480.48,22:00,Hyderabad,1.0,ATM Withdrawal,0
UID00075,2771568539,4182.02,03:43,Delhi,720.0,POS Purchase,0
UID00583,4080308922,4324.85,08:52,Delhi,1.0,Bank Transfer,0
UID00398,5840293764,721.06,13:40,Jamtara,60.0,Bank Transfer,0
UID00132,8023865626,4938.98,17:00,Delhi,60.0,Bank Transfer,0
UID00685,1888003005,2334.72,04:34,Kolkata,180.0,Bank Transfer,0
UID00644,2203071081,2898.41,05:10,Tarapith,10.0,Bank Transfer,0
UID00967,6215415198,2282.17,21:57,Delhi,5.0,UPI Transfer,0
UID00634,2942863583,2960.38,22:56,Hyderabad,180.0,ATM Withdrawal,0
UID00789,8749559109,3879.12,23:14,Bangalore,10.0,POS Purchase,0
UID00537,8572834638,4448.68,02:42,Mumbai,0.5,POS Purchase,0
UID00932,8753029614,4905.46,21:54,Delhi,30.0,Online Purchase,0
UID00579,5202798914,4268.97,17:05,Jamtara,1.0,Bank Transfer,0
UID00981,1728458487,2975.83,01:53,Hyderabad,0.5,Bank Transfer,0
UID00430,2886580720,2831.49,21:01,Delhi,60.0,UPI Transfer,0
